assemblyRevision,serialNumber,testerName,type,dataFolderName,indictmentType,repairOperator,repairStatus,designator,partId,pinId,defect_name,defect_image,img_folder
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,BadJoint,Yuriy_Asaula,1,1:wifi_m2,12_5_24_0129011-059,,['BadJoint'],E_3330_1-wifi_m2.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,Bridging,Yuriy_Asaula,1,1:qp803,07_02_42_010301-527,,['Bridging'],E_3330_1-qp803.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,Coplanarity,Yuriy_Asaula,1,1:usb_typec1,12_5_05_1088991-059,,['Coplanarity'],E_3330_1-usb_typec1.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,OCV Fail,Yuriy_Asaula,1,1:cr6,05_99_42_042501-305,,"['OCV Fail', 'Bridging', 'RowOffset']",E_3330_1-cr6.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,Bridging,Yuriy_Asaula,1,1:cr6,05_99_42_042501-305,,"['OCV Fail', 'Bridging', 'RowOffset']",E_3330_1-cr6.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,RowOffset,Yuriy_Asaula,1,1:cr6,05_99_42_042501-305,,"['OCV Fail', 'Bridging', 'RowOffset']",E_3330_1-cr6.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,RowOffset,Yuriy_Asaula,1,1:cr4,06_2_00_0742010-03K,,['RowOffset'],E_3330_1-cr4.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,RowOffset,Yuriy_Asaula,1,1:cr4313,06_2_00_0476001-305,,['RowOffset'],E_3330_1-cr4313.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,BadJoint,Yuriy_Asaula,1,1:rp181,01_1_01_0015201-Y01,,"['BadJoint', 'RowOffset', 'Coplanarity']",E_3330_1-rp181.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,RowOffset,Yuriy_Asaula,1,1:rp181,01_1_01_0015201-Y01,,"['BadJoint', 'RowOffset', 'Coplanarity']",E_3330_1-rp181.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,Coplanarity,Yuriy_Asaula,1,1:rp181,01_1_01_0015201-Y01,,"['BadJoint', 'RowOffset', 'Coplanarity']",E_3330_1-rp181.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,Extra Part,Yuriy_Asaula,1,1:c47,02_1_03_1062531-Y01,,['Extra Part'],E_3330_1-c47.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
MBDX86691004A_T,Y2G9A44JYF01O,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-20-23-50-53,Bridging,Yuriy_Asaula,1,1:qp996,07_02_42_010301-527,,['Bridging'],E_3330_1-qp996.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/20/D-SMT-AOI-11[@$@]2024-05-20-23-50-53/
