assemblyRevision,serialNumber,testerName,type,dataFolderName,indictmentType,repairOperator,repairStatus,designator,partId,pinId,defect_name,defect_image,img_folder
RSRPCI782001B_B,Y0WGB44GUF087,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-24-18-45-39,BadJoint,Semen_O,1,1:j3,APCI0334-P501C,,"['BadJoint', 'Lifted Lead', 'Missing Lead']",E_4382_1-j3.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/24/D-SMT-AOI-11[@$@]2024-05-24-18-45-39/
RSRPCI782001B_B,Y0WGB44GUF087,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-24-18-45-39,Lifted Lead,Semen_O,1,1:j3,APCI0334-P501C,,"['BadJoint', 'Lifted Lead', 'Missing Lead']",E_4382_1-j3.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/24/D-SMT-AOI-11[@$@]2024-05-24-18-45-39/
RSRPCI782001B_B,Y0WGB44GUF087,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-24-18-45-39,Missing Lead,Semen_O,1,1:j3,APCI0334-P501C,,"['BadJoint', 'Lifted Lead', 'Missing Lead']",E_4382_1-j3.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/24/D-SMT-AOI-11[@$@]2024-05-24-18-45-39/
RSRPCI782001B_B,Y0WGB44GUF087,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-24-18-45-39,BadJoint,Semen_O,1,2:c3,T521V107M016ATE050,,['BadJoint'],E_4382_2-c3.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/24/D-SMT-AOI-11[@$@]2024-05-24-18-45-39/
RSRPCI782001B_B,Y0WGB44GUF087,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-24-18-45-39,BadJoint,Semen_O,1,2:j3,APCI0334-P501C,,"['BadJoint', 'RowOffset', 'Lifted Lead', 'Missing Lead']",E_4382_2-j3.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/24/D-SMT-AOI-11[@$@]2024-05-24-18-45-39/
RSRPCI782001B_B,Y0WGB44GUF087,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-24-18-45-39,RowOffset,Semen_O,1,2:j3,APCI0334-P501C,,"['BadJoint', 'RowOffset', 'Lifted Lead', 'Missing Lead']",E_4382_2-j3.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/24/D-SMT-AOI-11[@$@]2024-05-24-18-45-39/
RSRPCI782001B_B,Y0WGB44GUF087,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-24-18-45-39,Lifted Lead,Semen_O,1,2:j3,APCI0334-P501C,,"['BadJoint', 'RowOffset', 'Lifted Lead', 'Missing Lead']",E_4382_2-j3.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/24/D-SMT-AOI-11[@$@]2024-05-24-18-45-39/
RSRPCI782001B_B,Y0WGB44GUF087,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-24-18-45-39,Missing Lead,Semen_O,1,2:j3,APCI0334-P501C,,"['BadJoint', 'RowOffset', 'Lifted Lead', 'Missing Lead']",E_4382_2-j3.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/24/D-SMT-AOI-11[@$@]2024-05-24-18-45-39/
RSRPCI782001B_B,Y0WGB44GUF087,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-24-18-45-39,BadJoint,Semen_O,1,3:j3,APCI0334-P501C,,"['BadJoint', 'Lifted Lead', 'Missing Lead']",E_4382_3-j3.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/24/D-SMT-AOI-11[@$@]2024-05-24-18-45-39/
RSRPCI782001B_B,Y0WGB44GUF087,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-24-18-45-39,Lifted Lead,Semen_O,1,3:j3,APCI0334-P501C,,"['BadJoint', 'Lifted Lead', 'Missing Lead']",E_4382_3-j3.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/24/D-SMT-AOI-11[@$@]2024-05-24-18-45-39/
