assemblyRevision,serialNumber,testerName,type,dataFolderName,indictmentType,repairOperator,repairStatus,designator,partId,pinId,defect_name,defect_image,img_folder
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,BadJoint,Yuriy_Asaula,1,1:wifi_m2,12_5_24_0129011-059,,['BadJoint'],E_3673_1-wifi_m2.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,Coplanarity,Yuriy_Asaula,1,1:usb_typec1,12_5_05_1088991-059,,['Coplanarity'],E_3673_1-usb_typec1.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,Bridging,Yuriy_Asaula,1,1:cr6,05_99_42_042501-305,,"['Bridging', 'RowOffset']",E_3673_1-cr6.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,RowOffset,Yuriy_Asaula,1,1:cr6,05_99_42_042501-305,,"['Bridging', 'RowOffset']",E_3673_1-cr6.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,Bridging,Yuriy_Asaula,1,1:qp996,07_02_42_010301-527,,['Bridging'],E_3673_1-qp996.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,Bridging,Yuriy_Asaula,1,1:qp981,07_02_49_010701-527,,['Bridging'],E_3673_1-qp981.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,BadJoint,Yuriy_Asaula,1,1:dy1,05_99_65_040001-820,,['BadJoint'],E_3673_1-dy1.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,OCV Fail,Yuriy_Asaula,1,1:cr9,06_2_00_0476001-305,,"['OCV Fail', 'Polarity']",E_3673_1-cr9.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,Polarity,Yuriy_Asaula,1,1:cr9,06_2_00_0476001-305,,"['OCV Fail', 'Polarity']",E_3673_1-cr9.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,BadJoint,Yuriy_Asaula,1,1:d87,06_2_01_0742004-820,,['BadJoint'],E_3673_1-d87.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,OCV Fail,Yuriy_Asaula,1,1:bios_2,05_08_33_010301-008,,['OCV Fail'],E_3673_1-bios_2.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,OCV Fail,Yuriy_Asaula,1,1:ds3,06_2_00_0464005-075,,['OCV Fail'],E_3673_1-ds3.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7072,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-36-40,BadJoint,Yuriy_Asaula,1,1:u34,05_07_32_001501-027,,['BadJoint'],E_3673_1-u34.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-36-40/
MBDX86691004A_T,Y2G9A44CW7071,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-37-09,BadJoint,Yuriy_Asaula,1,1:au1,05_27_15_000101-05N,,['BadJoint'],E_3674_1-au1.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-37-09/
MBDX86691004A_T,Y2G9A44CW7071,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-37-09,BadJoint,Yuriy_Asaula,1,1:pq105,07_02_64_020901-00U,,['BadJoint'],E_3674_1-pq105.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-37-09/
MBDX86691004A_T,Y2G9A44CW7071,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-37-09,BadJoint,Yuriy_Asaula,1,1:wifi_m2,12_5_24_0129011-059,,['BadJoint'],E_3674_1-wifi_m2.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-37-09/
MBDX86691004A_T,Y2G9A44CW7071,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-37-09,Bridging,Yuriy_Asaula,1,1:qp231,07_02_42_010301-527,,['Bridging'],E_3674_1-qp231.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-37-09/
MBDX86691004A_T,Y2G9A44CW7071,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-37-09,Bridging,Yuriy_Asaula,1,1:qp804,07_02_42_010201-527,,['Bridging'],E_3674_1-qp804.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-37-09/
MBDX86691004A_T,Y2G9A44CW7071,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-37-09,Coplanarity,Yuriy_Asaula,1,1:usb_typec1,12_5_05_1088991-059,,['Coplanarity'],E_3674_1-usb_typec1.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-37-09/
MBDX86691004A_T,Y2G9A44CW7071,D-SMT-AOI-11,IndictmentXML,D-SMT-AOI-11[@$@]2024-05-21-23-37-09,RowOffset,Yuriy_Asaula,1,1:cr6,05_99_42_042501-305,,['RowOffset'],E_3674_1-cr6.jpg,/media/ilya/My Passport/HSE/RAWData/img_files_may/2024/05/21/D-SMT-AOI-11[@$@]2024-05-21-23-37-09/
